id,name,disruption_mean,confidence
mn0000166988,G.B. Grayson,0.24882008641435996,0.7498
mn0000167041,Doc Pomus,0.011314994683938463,0.9852
mn0000167073,Arthur Grumiaux,0.25118703804512427,0.7464
mn0000167104,Frankie Bones,0.6221108979223241,0.9838
mn0000167110,Eddie Bo,0.12623065883418996,0.9376
mn0000167189,Easterhouse,0.24801442852127056,0.7502
mn0000167201,George Avakian,0.507229749992997,0.9429
mn0000167254,Frank Wakefield,0.2429077542365584,0.7441
mn0000167287,Frank Black,-7.228924705810683e-4,0.7358
mn0000167296,Caravan,0.0066138797440440916,0.9982
mn0000167320,Fear Factory,-0.007008653458864204,0.9101
mn0000167361,Dru Hill,-0.008527401899113678,0.6553
mn0000167384,Ben Neill,0.020538053294847303,0.7479
mn0000167386,ESG,0.02443327464967353,0.9936
mn0000167388,East Village,0.2474873099221863,0.7516
mn0000167399,Marvin Hamlisch,0.24947024873388576,0.7513
mn0000167517,Dire Straits,-2.602950608570144e-5,0.5056
mn0000167561,Tanya Donelly,7.947759908535159e-4,0.8652
mn0000167610,General Echo,0.5032993996716857,0.9393
mn0000167735,Frankie Lymon & the Teenagers,0.014123266933168399,0.7205
mn0000167770,Eleventh Dream Day,0.003934051934812562,0.8025
mn0000167794,Doc Severinsen,-0.0025488730157593115,0.7505
mn0000167877,Frankie Ford,0.24591896299177685,0.7425
mn0000167909,Victor Bailey,-0.03069179328587735,0.7547
mn0000167931,Dishwalla,0.25119741469637497,0.7496
mn0000167944,Easy Mo Bee,0.3987970995194519,0.8754
mn0000167963,Eleni Mandell,-0.0024068098960069815,0.7541
mn0000168046,Frank Harte,0.2492829248067915,0.7494
mn0000168110,Downset,0.009540879057735027,0.9704
mn0000168113,Althea & Donna,0.3981438956988238,0.8712
mn0000168126,Ben Kweller,3.0336619915092574e-4,0.7543
mn0000168246,Lukas Foss,0.39791793331508324,0.8774
mn0000168256,Eva Cassidy,-8.474044864738217e-4,0.741
mn0000168380,Franz Joseph Haydn,0.45430702515305005,0.9838
mn0000168402,Frankie Trumbauer,0.7244859685247631,0.9978
mn0000168504,Telez,0.24729589810908306,0.7463
mn0000168532,Pierre Fournier,0.39824968964013857,0.8724
mn0000168577,Geoffrey Oryema,0.250287996100152,0.7472
mn0000168584,Douglas Spotted Eagle,0.2503856643373466,0.7514
mn0000168619,Estelle,0.004574454247762581,0.7549
mn0000168631,James Taylor Quartet,0.25075432750560145,0.7502
mn0000168660,Charley Jordan,0.25056176878973757,0.747
mn0000168771,Doc Scott,0.024293541287387532,0.94
mn0000168784,Eddie Jefferson,0.01247852935814596,0.9225
mn0000168797,Charles Bukowski,0.6249983566774643,0.9826
mn0000168874,César Franck,0.1671508069772581,0.9839
mn0000168958,Eddie Floyd,0.0012504842876998672,0.6881
mn0000168969,Luomo,0.053019127788806644,0.7521
mn0000168993,Elf,0.5040553133458663,0.9387
mn0000169029,Dogwood,0.4016885078034845,0.8779
mn0000169079,Doctor's Cat,0.24993601796439716,0.7537
mn0000169088,Dr. Buzzard's Original Savannah Band,-0.025899851919042618,0.7435
mn0000169099,Lush,-0.003259498347558614,0.7483
mn0000169100,Lustmord,-0.0032877615749940968,0.8125
mn0000169104,Falkenbach,0.2557638960364333,0.7567
mn0000169115,Carlo Aonzo,0.24733233146298433,0.7472
mn0000169124,Eddie Harris,-0.00494229380200554,0.9376
mn0000169160,Disincarnate,0.24431853256381575,0.7458
mn0000169189,Down,0.4992985770632777,0.9343
mn0000169202,Doc Watson,-0.04526884685020721,0.9996
mn0000169228,Dionne Farris,0.2446246328386615,0.7419
mn0000169239,Felix da Housecat,-0.016056317298042473,0.808
mn0000169258,Cow Cow Davenport,0.5000309615487376,0.9391
mn0000169317,Carnivore,0.4070992935565028,0.8784
mn0000169335,Doctor Clayton,0.40314379864781574,0.8744
mn0000169341,Luther Campbell,0.1673706105895607,0.9826
mn0000169434,Doctor Nerve,0.2562631968938112,0.7542
mn0000169480,Eddie Griffin,0.24963560711937227,0.7495
mn0000169526,Frankie Paul,3.1804486936426547e-5,0.5016
mn0000169536,Ferlin Husky,-0.005152883022702277,0.8766
mn0000169568,Fennesz,-8.619500587445814e-6,0.5051
mn0000169578,Frankie Ruiz,0.49881909682027564,0.9408
mn0000169610,Luther Russell,0.25696208223095607,0.7596
mn0000169677,Ernie K-Doe,0.6267779522996877,0.9845
mn0000169691,Eddie Cantor,0.7030733552045345,0.9969
mn0000169795,Fiona Apple,-0.001079156460394484,0.6283
mn0000169856,Luther Allison,-3.41109386610856e-6,0.5015
mn0000169906,Do Make Say Think,0.20304365781431158,0.7592
mn0000169948,Eddie Henderson,-0.001579318155443345,0.7497
mn0000169950,Zino Francescatti,0.24959843795521736,0.7484
mn0000170025,Fernando Saunders,0.02899679316354332,0.7506
mn0000170084,GZA,0.0019319611627997564,0.684
mn0000170142,Drummers of Burundi,0.24712679912180838,0.7493
mn0000170211,Eddie Kendricks,0.40082497619177365,0.8739
mn0000170213,Eddie Miller,0.49910144892559627,0.9377
mn0000170214,Ferrante & Teicher,0.2493031545329281,0.7459
mn0000170228,Tygers of Pan Tang,0.4021052728275925,0.8741
mn0000170231,Eszter Balint,0.3969825492368105,0.873
mn0000170330,Franz Waxman,0.10210376970332387,0.9399
mn0000170369,Lynyrd Skynyrd,-0.004906167889909228,0.9382
mn0000170381,Europe,-0.0017609409060662697,0.6855
mn0000170454,Carla Thomas,-0.002644047053345968,0.6388
mn0000170483,Fabiana Cantilo,0.25048988289525503,0.7546
mn0000170518,Frankie Valli & the Four Seasons,0.40367813801142427,0.88
mn0000170556,Vic Godard,0.25085962758921876,0.7522
mn0000170625,Eddie Holland,0.623754229995125,0.9842
mn0000170688,Vic Dickenson,0.27458302034566046,0.8953
mn0000170690,Erskine Hawkins,-0.0021156090470624547,0.6563
mn0000170705,Don Armando,0.39813336161409174,0.8701
mn0000170770,Erykah Badu,0.002750353093516413,0.6613
mn0000170776,Esbjörn Svensson,0.2515735206598929,0.7549
mn0000170782,Fanfare Ciocãrlia,0.02699841550990468,0.9391
mn0000170806,Mattie Moss Clark,0.407377356450977,0.8791
mn0000170815,Fred Neil,0.002819272970440155,0.6691
mn0000170824,Disney,0.2495003302470648,0.746
mn0000170879,Fall Out Boy,-0.01552008341229361,0.999
mn0000171015,Lyle Mays,0.003081613895017928,0.7529
mn0000171046,Turmoil,0.5698716919087757,0.9665
mn0000171133,Family,-0.0016336853021899696,0.9705
mn0000171150,Lydia Lunch,0.005340648469681837,0.7286
mn0000171189,Dissection,0.25447839267002104,0.748
mn0000171227,Ebenezer Obey,0.09297763035660063,0.7531
mn0000171367,Echobelly,0.002239972326550568,0.7535
mn0000171558,Elf Power,0.0015291345500773972,0.8943
mn0000171622,Eligh,0.006557870251709008,0.7576
mn0000171637,Duane Eddy,-0.014734357269671969,0.761
mn0000171640,Charlie Dixon,-0.08793636203625818,0.8167
mn0000171693,Victor Jara,0.6682989405084535,0.9917
mn0000171711,Carlinhos Brown,-0.010594606231562734,0.6841
mn0000171728,Ethel Merman,-0.017108852918114092,0.7739
mn0000171776,Dollar Brand,-0.0018264898653406237,0.7534
mn0000171821,Russ Columbo,0.03047571074157446,0.8515
mn0000171889,Elephant Man,0.13811689724091328,0.9395
mn0000171957,Carey Bell,-0.006222789363002659,0.8744
mn0000171969,Dismember,0.015035595211367766,0.7479
mn0000171994,Joe South,3.0288510326401197e-7,0.4964
mn0000172041,Joe Strummer,0.003406719373461782,0.9664
mn0000172167,Elliott Smith,-2.5683746427904603e-4,0.5321
mn0000172176,Dr. Demento,0.25625895317342423,0.7518
mn0000172327,Caridad Cuervo,0.24653896139957865,0.7424
mn0000172350,Don Byas,-0.027460939236009334,0.9967
mn0000172353,Faraquet,0.25415401901171647,0.7511
mn0000172582,Franz Ferdinand,0.008992841516995616,0.9828
mn0000172606,Far,0.49878832017728447,0.9401
mn0000172612,Eddie Palmieri,0.010157721812697591,0.8237
mn0000172642,Joe Mooney,0.5010236800282146,0.9374
mn0000172720,Franklin Bruno,0.24859393521990808,0.7478
mn0000172734,Kansas Joe McCoy,0.01959050459091855,0.7523
mn0000172772,Ed Ames,0.25104502767881404,0.7489
mn0000172925,Eugene Chadbourne,2.665169877338844e-4,0.7432
mn0000173007,Frank Morgan,0.24409587069067462,0.7423
mn0000173289,Us3,0.5677538146018681,0.9644
mn0000173487,Joey Ramone,-5.803787608736634e-4,0.6844
mn0000173522,Ruth Copeland,0.24848373419634315,0.7533
mn0000173641,Elliott Sharp & Carbon,0.24911885971894665,0.752
mn0000173770,Fred Rose,0.3378719104659323,0.8783
mn0000173814,Turning Point,0.5706523461838465,0.9684
mn0000173873,Ruth's Refrigerator,-0.2536862284626506,0.7566
mn0000173902,Lycia,-0.00188196711990817,0.7421
mn0000173988,Rita Marley,-0.0047925623523867355,0.8762
mn0000174035,Carl Craig,0.0019049205200722312,0.6738
mn0000174100,Esham,0.0053976390566802,0.9466
mn0000174122,Lyle Lovett,-0.0013668770022165345,0.6784
mn0000174132,Tuxedomoon,-9.447024608282773e-4,0.7505
mn0000174155,Fred Schneider,0.2531913834306301,0.7544
mn0000174166,Esma Redzepova,0.4037373185767251,0.879
mn0000174173,Lothar & the Hand People,0.3989103640498075,0.8735
mn0000174186,Farley Jackmaster Funk,0.6001885737695056,1
mn0000174196,Fish Go Deep,0.2531609826196935,0.7511
mn0000174198,Edwin McCain,0.4962818440109947,0.9362
mn0000174239,Rube Bloom,0.2533671405890414,0.7491
mn0000174401,Eugenia León,0.24878721628862457,0.7483
mn0000174470,Carl Cox,0.009354575314538816,0.9869
mn0000174534,Joe Quijano,-0.018670795042850925,0.7494
mn0000174557,Carole King,0.0882858777999606,1
mn0000174582,Fastbacks,0.0013647681387849635,0.803
mn0000174589,Dolly Rathebe,0.2531438585518195,0.7537
mn0000174632,Joe Thompson,0.2480909995104565,0.7465
mn0000174752,Eels,-5.754743736888438e-4,0.7754
mn0000174814,Joe Tullos,0.24853022023041949,0.7494
mn0000174822,Serge Gainsbourg,0.03712477438819053,1
mn0000174838,Elliott Murphy,-0.0010117824231085963,0.9361
mn0000174902,Eddie South,0.6235621042833688,0.9829
mn0000175025,Eddie Vedder,0.005250169370726063,0.9805
mn0000175049,Firehouse,0.024318372245255467,0.7474
mn0000175067,Fred Allen,0.24982983271801823,0.749
mn0000175069,Dom & Roland,0.39992149601304006,0.8756
mn0000175087,Elmer Bernstein,-0.006663962313362671,0.8193
mn0000175101,Domenic Troiano,7.44471242350544e-4,0.7477
mn0000175104,Fiddlin' Doc Roberts,0.39960528321220434,0.874
mn0000175196,Carlos Santana,0.7837431047694107,0.9997
mn0000175286,Dolly Parton,-0.002554194790576616,0.5884
mn0000175379,Unearth,-0.002913690650638626,0.8056
mn0000175407,David Liebman,0.0013657599679581707,0.6891
mn0000175459,Dispatch,0.0012782821587877696,0.7473
mn0000175525,M83,0.0027708927348556456,0.9083
mn0000175530,Fields of the Nephilim,0.499303263051423,0.9385
mn0000175538,First Choice,0.2468976937051619,0.7461
mn0000175553,John Coltrane,-0.10759064343402612,1
mn0000175557,Virginia Astley,0.01108629573763024,0.8751
mn0000175579,Disturbed,0.0013291664273248464,0.7499
mn0000175708,Ry Cooder,0.009209571525861594,0.9942
mn0000175775,Eek-A-Mouse,-2.9446009302818403e-4,0.5142
mn0000175834,Fisk University Jubilee Singers,0.5007550204705478,0.9392
mn0000175874,Fito Páez,0.49799325484629664,0.9369
mn0000175992,Rise Against,-0.0014257647286163983,0.7541
mn0000176087,"Fred ""Sonic"" Smith",0.010523876296842594,0.9436
mn0000176193,Joey Kramer,-0.04131015246995845,0.7532
mn0000176288,Joe Venuti,-0.07551721733378072,0.7415
mn0000176298,Dom Um Romão,0.054401177015281146,0.9689
mn0000176332,Right Said Fred,2.880540973428147e-7,0.4924
mn0000176337,Los Tres Reyes,0.2523690687628031,0.7498
mn0000176353,Fred Bouchard,0.2530610764536124,0.7484
mn0000176358,Jamiroquai,-0.002443954756081846,0.7821
mn0000176360,Charlie Robison,-4.3186041068774896e-5,0.5052
mn0000176673,Eddie Taylor,-0.0029471260466920465,0.6527
mn0000176780,Los Tucanes de Tijuana,0.39828070303004703,0.8722
mn0000176830,Elton Britt,-0.01768993174541951,0.8742
mn0000176859,Joe Zawinul,0.07185778702151951,0.9999
mn0000176891,Yummy Bingham,-0.004984765102692492,0.7515
mn0000176934,Fish,0.3961790548743966,0.8727
mn0000176936,Elmore James,-0.039770261397826905,0.927
mn0000177060,Janis Joplin,0.03375061144423835,0.9993
mn0000177117,Faster Pussycat,-0.002283156679240429,0.875
mn0000177122,Fat Joe,0.01542719388535914,0.9875
mn0000177207,Don Cornell,0.39731833006545947,0.8703
mn0000177310,Jan Jelinek,0.40382055307046644,0.8756
mn0000177314,Russell Haswell,-0.007840386894037979,0.7478
mn0000177334,Ultimate Force,0.2456778076026823,0.7476
mn0000177336,August Burns Red,0.014840282874998176,0.7438
mn0000177366,Carol Sloane,-7.144435556698155e-5,0.4978
mn0000177372,Don Chezina,0.24664664838137004,0.7465
mn0000177454,M People,0.0034159216420596343,0.7502
mn0000177518,The Five Blind Boys of Mississippi,0.6234859483365475,0.982
mn0000177588,Jon Hassell,0.008189610933382342,0.9793
mn0000177591,Edguy,0.24652800037641295,0.7457
mn0000177645,Elisabeth Welch,0.2563679894485447,0.7549
mn0000177690,Fight,0.0024196325493670975,0.7551
mn0000177694,Eddy Duchin,0.2521172449378442,0.7546
mn0000177839,Riley Puckett,0.6225588811554953,0.9863
mn0000177857,Don Byron,-7.406450263833928e-6,0.4947
mn0000177953,Elmer Snowden,0.5007345042344686,0.9346
mn0000177970,Jandek,0.013209350201345598,0.9964
mn0000178013,Riley Lee,0.24706112997931795,0.746
mn0000178014,U-Roy,0.004323190386022478,0.6571
mn0000178024,Dominguinhos,0.24529667223605411,0.7462
mn0000178051,Fischerspooner,-0.0016702217663090327,0.7532
mn0000178114,Victor Wooten,3.966078366366731e-5,0.4983
mn0000178122,Filter,0.007356147800548575,0.8723
mn0000178135,The Edwin Hawkins Singers,0.5638451021630113,0.9658
mn0000178143,Eloy,-0.003448886680355236,0.8691
mn0000178166,Elizabeth Fraser,0.6260861267273241,0.9846
mn0000178284,Don Dokken,-0.007046582660821708,0.7529
mn0000178301,Fat Freddy's Drop,0.24402022616085653,0.7413
mn0000178324,Egil Kapstad,0.24680685059206878,0.7444
mn0000178362,Edgar Hayes,0.25479998098948553,0.7552
mn0000178371,Egg Hunt,0.40023154770191843,0.8728
mn0000178392,John Cipollina,0.3951667827842866,0.8663
mn0000178513,Divine Styler,0.39546502514826554,0.8689
mn0000178536,Edgar Winter,0.0013280292274291232,0.94
mn0000178549,The Edge,0.055457322594317786,0.7522
mn0000178559,Ed Garland,0.2478582517369272,0.7535
mn0000178621,Ultra Vivid Scene,0.02358816651897157,0.9679
mn0000178645,Altered Images,0.02779716728800436,0.9641
mn0000178654,Pat Metheny Group,-0.24847096871202087,0.9679
mn0000178750,Stacy Lattisaw,0.2533837775870473,0.7568
mn0000178775,Figures on a Beach,-0.0012883554612067776,0.7494
mn0000178787,Dinu Lipatti,0.25021526538804223,0.7475
mn0000178799,Staind,-1.7104191180308053e-5,0.5059
mn0000178852,MC Breed,-0.003856057389272371,0.8151
mn0000178880,Tampa Red,0.09458228498557929,0.9998
mn0000178889,Alton Ellis,0.04216964787520787,0.8768
mn0000178906,Jawbox,0.028057662773377377,0.9797
mn0000178916,Fred Frith,0.002546759350575731,0.8747
mn0000179126,David Gates,0.4020561108186414,0.8753
mn0000179145,Fred Falke,0.24673767582000494,0.742
mn0000179191,Edie Brickell,0.015922409887738558,0.9057
mn0000179274,David Mead,0.2578619421035246,0.7569
mn0000179335,Flaco Jiménez,0.019233470937270337,0.9897
mn0000179379,Elvin Jones,-0.041293361833004666,0.9509
mn0000179465,The Egyptian Lover,-0.009058762710901084,0.9582
mn0000179468,Elvis Hitler,0.3993568872511619,0.8801
mn0000179606,Frank Quintero,0.2498726532528122,0.7509
mn0000179632,Ulver,0.06778550663188714,0.9388
mn0000179698,Pat Metheny,0.0024338514045803973,0.6898
mn0000179709,Eighteen Visions,0.24922904316967337,0.7471
mn0000179716,Don Friedman,0.0027010385956887334,0.7543
mn0000179730,Charlie Rich,0.011315727250980925,0.8233
mn0000179732,Charlie Shavers,0.40030133943667484,0.9353
mn0000179764,Fontella Bass,-0.012399842964003044,0.8768
mn0000179771,Victor Herbert,0.3989545047390576,0.8752
mn0000179809,Cathedral,-0.009454413590797569,0.9561
mn0000179989,Wayne Fontana,0.5033128754177673,0.9384
mn0000180017,Altern 8,0.24181826750658608,0.7442
mn0000180023,Tortoise,-0.0013413964690091715,0.6512
mn0000180029,For Against,0.0014257470633186886,0.7537
mn0000180060,Don Ellis,0.003281058246140756,0.7305
mn0000180187,Virus,0.2530163387837493,0.7546
mn0000180216,Pat Smear,0.02164379860735691,0.7472
mn0000180228,Elvis Presley,0.13842874879606334,1
mn0000180263,Flamin' Groovies,-0.0060834375659715705,0.9945
mn0000180325,MC Paul Barman,0.002247227433922501,0.7502
mn0000180357,Elysian Fields,0.25178710244253943,0.7517
mn0000180371,Jay Clayton,0.24460576026642447,0.7462
mn0000180449,Freddie Jackson,-0.003485302031505042,0.8724
mn0000180503,Graham Parker & the Rumour,0.49538843494572793,0.9343
mn0000180516,Dave Grohl,0.04719733982805087,0.9401
mn0000180789,MC Solar,0.2527436113065531,0.748
mn0000180836,Lesley Garrett,0.027465626267017443,0.7499
mn0000180850,"Donald ""Duck"" Dunn",0.0015322404898511308,0.7516
mn0000180959,Dominic Frontiere,0.2483383671844835,0.7472
mn0000180968,Fred Hopkins,0.25713807487406914,0.7567
mn0000180975,David Izenzon,0.24716882020699038,0.746
mn0000181145,Victoria Williams,7.531860175639791e-4,0.6531
mn0000181182,Andreas Öberg,0.25200313217448717,0.7482
mn0000181200,Fool's Garden,0.2563052109651953,0.7557
mn0000181299,Ultramagnetic MC's,0.011949155780844673,0.761
mn0000181321,Graham Parker,0.0028461245497147306,0.9121
mn0000181329,David Johansen,4.972975381746787e-4,0.6548
mn0000181376,UB40,0.0026770020150707298,0.6633
mn0000181390,Freddie Foxxx,0.39834554486982365,0.8714
mn0000181412,Videodrone,0.013003441161292654,0.7515
mn0000181440,Flanders & Swann,0.16796412613663952,0.7517
mn0000181460,MC Hammer,0.0020609747807198253,0.7715
mn0000181478,Freddie Keppard,0.22695427374619445,0.8605
mn0000181479,Eileen Ivers,0.2476085416781968,0.7506
mn0000181495,John Brim,0.017376492837732262,0.7475
mn0000181616,Dominique Eade,0.24719634774013172,0.7503
mn0000181628,Joey Beltram,0.7259544864553635,0.9981
mn0000181694,Carmen Miranda,0.18391872164070458,0.9955
mn0000181725,Ednita Nazario,0.25127631301777414,0.7473
mn0000181786,Don Letts,0.2473610644129647,0.7508
mn0000181817,Caron Wheeler,0.4959262222958357,0.936
mn0000181819,Flatmates,0.02170750043347894,0.9681
mn0000181885,Voltaire de Faut,0.2553360181186173,0.7522
mn0000181891,Uncle Dave Macon,0.9099013518316055,1
mn0000181991,Flanagan & Allen,0.24925944537983868,0.7457
mn0000182040,Flavor Flav,0.2521017411038213,0.7549
mn0000182059,Jazzy Jay,0.5703326427365983,0.9659
mn0000182113,Von Freeman,0.41008311330304775,0.8787
mn0000182155,Flea,0.07828302592841108,0.9984
mn0000182158,Ellery Eskelin,0.043953237462346396,0.7543
mn0000182227,Jaybird Coleman,0.24917878414437053,0.747
mn0000182286,Karl Böhm,0.2513569230660477,0.7528
mn0000182302,Ray LaMontagne,5.421115066242118e-4,0.6789
mn0000182357,Carnie Wilson,0.2531170566445389,0.7519
mn0000182360,Donny Hathaway,-0.012899619108293332,1
mn0000182415,Fugees,0.004296199772359818,0.7742
mn0000182598,MC5,-8.886243384039542e-4,0.5862
mn0000182724,The Flesh Eaters,6.2868923067845e-4,0.6925
mn0000182740,"Ejigayehu ""Gigi"" Shibabaw",0.24875116198953764,0.751
mn0000182797,Aristide Bruant,0.24633678123480485,0.7465
mn0000182855,David Murray,0.00225507997874958,0.8769
mn0000182866,Embrace,0.005424039002010766,0.9433
mn0000182884,Jason Donovan,-0.017439620626899837,0.7486
mn0000182900,Fleetwood Mac,0.005262682544871914,0.9471
mn0000182980,Fréhel,0.25044379199637656,0.7506
mn0000182989,John Digweed,0.005582500139780799,0.8763
mn0000183063,John Doan,0.24437352188000588,0.7393
mn0000183139,David Sylvian,-0.0018102804419392502,0.8618
mn0000183190,John Hardee,0.2445402626591416,0.745
mn0000183242,Rudolf Buchbinder,0.2487595619257057,0.7498
mn0000183311,Fine Young Cannibals,0.0034973039435361765,0.8728
mn0000183406,Fingers Inc.,0.37694840150844383,0.9375
mn0000183430,John Doe,0.004427273093515258,0.8976
mn0000183474,Carry On,0.008284222096753002,0.7503
mn0000183512,Lil' Flip,-5.640240442044546e-5,0.501
mn0000183619,Don Gant,0.2510711148906851,0.7531
mn0000183715,The Fugitives,0.2512522281797678,0.7524
mn0000183858,Gary Numan,-0.014932414187972271,1
mn0000183867,John Cage,0.5479167125280948,1
mn0000183873,John Belushi,0.5027883885003004,0.9404
mn0000183890,Don Grusin,0.24900032827281462,0.749
mn0000183969,The Great Plains,0.25002660019650114,0.7513
mn0000183993,Anton Bruckner,0.05229205164491526,0.7782
mn0000184029,Underground Bass Masters,0.39902148306961777,0.8768
mn0000184031,Underground Resistance,0.11695785621265031,1
mn0000184043,Foo Fighters,0.007090785029662432,0.9989
mn0000184044,Enon,0.005587520155103361,0.8734
mn0000184091,Don Henley,-3.009849853879743e-4,0.7503
mn0000184165,Eric Alexander,0.002438752237671045,0.7486
mn0000184186,Gabor Csupo,0.2404029684586491,0.7398
mn0000184187,Gabor Szabo,1.4532068261362448e-4,0.5045
mn0000184236,Frans Brüggen,0.24322540793106606,0.7459
mn0000184266,Ui,0.002625125104305834,0.8764
mn0000184267,U.K. Subs,0.0023602161475440014,0.9082
mn0000184471,Unsane,0.006471151661348641,0.9305
mn0000184482,Flies Inside the Sun,0.2474350847181136,0.7446
mn0000184487,John Eliot Gardiner,0.5056479943030162,0.9394
mn0000184498,Carmen Cavallaro,0.250884917365804,0.7528
mn0000184502,Ella Fitzgerald,0.10339600614289216,1
mn0000184637,Flora Purim,0.011959482141422992,0.9792
mn0000184677,Eric Prydz,0.4031536745244625,0.8777
mn0000184703,eLZhi,0.4011229320182258,0.8715
mn0000184811,Erasure,-0.01193132589584183,0.9979
mn0000184814,Don Gibson,0.002664778551611763,0.6558
mn0000184826,Vaughan Brothers,3.840802780005048e-5,0.4976
mn0000184843,John F. Kennedy,0.24913710205843248,0.7511
mn0000184886,Dead Voices on Air,0.24604369102754708,0.7469
mn0000184914,Dominique A,0.007561055674182247,0.7498
mn0000184923,Fred Katz,0.40527756644928753,0.8765
mn0000185018,Finch,0.010431938293283009,0.8717
mn0000185064,The Celibate Rifles,0.0011447016139844884,0.6909
mn0000185111,François K,0.6266325652365927,0.9842
mn0000185155,Maceo Parker,0.07149180413280186,0.9971
mn0000185175,Leopold Godowsky,0.04369395864225206,0.7526
mn0000185383,French Kicks,-0.0013548928206299816,0.8748
mn0000185440,David Lanz,0.39830118531184744,0.876
mn0000185507,Eric Bobo,-0.0036904433553084093,0.7428
mn0000185543,Green Jelly,0.052538343972952185,0.752
mn0000185584,Freddy Cannon,-0.007114645974268791,0.8733
mn0000185591,Arcade Fire,0.0011390287089084255,0.8139
mn0000185615,Gary Stewart,-8.645234813620282e-6,0.5028
mn0000185660,Frances Black,0.23734235685478733,0.7371
mn0000185669,Mac Davis,0.010081738013289654,0.9416
mn0000185672,Miss TK & the Revenge,0.0028417895471069096,0.7492
mn0000185680,Vladislav Delay,0.025507091303570352,0.873
mn0000185810,John Foxx,0.003323982135830127,0.829
mn0000185884,John French,0.2537929455701913,0.753
mn0000185948,Carmen McRae,-0.024261391980698564,0.9997
mn0000185956,David S. Ware,-0.005321956812334945,0.9384
mn0000185999,Voodoo Glow Skulls,0.24810580292945814,0.7476
mn0000186027,Carrie Newcomer,0.24385016595733833,0.7513
mn0000186036,Jean Derome,0.3984293930404769,0.8704
mn0000186096,Voivod,-0.0022420309352740903,0.8491
mn0000186125,Mac McAnally,0.0024940185994873124,0.7429
mn0000186185,Céline Dion,0.0240611648343797,0.9986
mn0000186299,Dee Dee Ramone,0.0011528940967866675,0.8764
mn0000186312,Celia Cruz,0.2532366404328596,0.9999
mn0000186390,Donny Osmond,-0.027702031509302803,0.7512
mn0000186398,John Medeski,0.0012553831406850876,0.741
mn0000186477,Greg Lake,0.6646163799788336,0.9922
mn0000186545,Mae,0.2534627904665158,0.7522
mn0000186594,Françoise Hardy,0.025506292360677703,0.9999
mn0000186675,Eric Bogosian,0.25092093990995445,0.7539
mn0000186692,Freddy Robinson,0.2497340504342109,0.7474
mn0000186734,Freddie King,-0.03808587477074729,0.9966
mn0000186805,Eric Carmen,0.0011258117793822154,0.8181
mn0000186842,Mae Moore,0.24254429506821637,0.7407
mn0000186927,Harold Budd,-1.0159182324747161e-4,0.5051
mn0000186978,Mack 10,-0.0029643587424066386,0.7531
mn0000187013,Voyle Gilmore,0.25038757854843524,0.7471
mn0000187123,Gary Usher,0.001956526353828796,0.7519
mn0000187138,Greg Norton,0.24991628801287283,0.7524
mn0000187162,Flipper,-0.0010607141782724607,0.5919
mn0000187174,Floorpunch,0.2467166761655367,0.7478
mn0000187249,Green Velvet,0.01855277817303016,0.9958
mn0000187413,Gary Wilson,0.6979702986156396,0.9959
mn0000187422,Funeral for a Friend,0.00739867163025355,0.8112
mn0000187478,Eric Clapton,0.005502921197679373,0.8585
mn0000187581,Funkadelic,-0.008033540778118088,0.9884
mn0000187711,John Oswald,0.5060375158185487,0.9395
mn0000187748,Eric Carr,-0.0022639909323178744,0.7435
mn0000187782,Funkstörung,-0.002246610465578904,0.7493
mn0000187793,Jeff Lang,0.25334455779123843,0.753
mn0000187907,Don Omar,0.00970957946154426,0.7504
mn0000188112,Doormouse,0.25040934231409345,0.7504
mn0000188161,Dopplereffekt,0.007888105972230006,0.9416
mn0000188162,Francis Wolff,0.2547849935605467,0.7499
mn0000188166,Funker Vogt,0.25129345485041876,0.7514
mn0000188190,Unwound,-0.0036717382237163206,0.8721
mn0000188202,Don Lamond,0.5741888268619437,0.9675
mn0000188206,Floetry,0.07405283758387868,0.8756
mn0000188279,Ma Rainey,0.9023131156787523,1
mn0000188300,Cerati,0.24927571766018652,0.7501
mn0000188321,Walter Hawkins & The Love Alive Choir,0.24573131724051103,0.7393
mn0000188342,Freddy Fender,-0.001320419560530269,0.6239
mn0000188366,Eric Gale,0.001349140207350315,0.7518
mn0000188432,David Sanborn,0.008745654095803147,0.833
mn0000188768,Francisco Aguabella,0.25393208432423503,0.755
mn0000188786,Magic Hour,7.976754385519764e-4,0.7573
mn0000188790,Cemetary,0.25442553188938527,0.7537
mn0000188831,Deanna Durbin,0.6244035036850084,0.9849
mn0000188843,Dori Caymmi,0.4950861738042048,0.9333
mn0000188847,Gary Puckett & the Union Gap,0.24262912067337877,0.7436
mn0000188855,John Pisano,0.25003932475973023,0.7478
mn0000188879,Reinhard Goebel,0.4972313198220187,0.9376
mn0000188935,Central Line,0.014298005255732632,0.7483
mn0000188955,The Philistines Jr.,0.40571451313510293,0.8811
mn0000188981,Francis Lai,0.4047053278995837,0.877
mn0000189180,John Surman,0.0025832603971721237,0.8122
mn0000189494,Jean Redpath,0.24861530146038874,0.7517
mn0000189641,Jean-Jacques Perrey,0.6285429876647364,0.9859
mn0000189644,Doris Day,0.006243146001756519,0.6159
mn0000189678,Galaxie 500,0.006600771489128653,0.974
mn0000189701,Jean Shepard,0.20971538822601374,0.9709
mn0000189831,John Taylor,-0.004427456850375505,0.6842
