,ni,nj,nk,disruption,name,confidence
mn0000246960,4.0,11.0,2519.0,-0.0027624309392265192,Wham!,0.8881
mn0000757157,3.0,1.0,595.0,0.00333889816360601,Simply Red,0.6587
mn0000246169,6.0,4.0,1244.0,0.001594896331738437,Whiskeytown,0.6453
mn0000741110,2.0,0.0,2128.0,0.0009389671361502347,Grant-Lee Phillips,0.6701
mn0000744364,10.0,13.0,550.0,-0.005235602094240838,Allen Ginsberg,0.6854
mn0000605965,2.0,0.0,165.0,0.011976047904191617,Atlanta Rhythm Section,0.6712
mn0000753098,5.0,0.0,622.0,0.007974481658692184,Sigue Sigue Sputnik,0.8507
mn0000660401,1.0,17.0,1955.0,-0.008109477952356817,Gary Glitter,0.997
mn0000122252,5.0,0.0,109.0,0.043859649122807015,Lady Saw,0.8434
mn0000147771,2.0,0.0,12.0,0.14285714285714285,Cutty Ranks,0.6665
mn0000169100,1.0,3.0,606.0,-0.003278688524590164,Lustmord,0.6635
mn0000287995,0.0,4.0,162.0,-0.024096385542168676,SPK,0.7936
mn0000080649,7.0,10.0,2372.0,-0.0012557555462536626,The Libertines,0.6961
mn0000764998,0.0,2.0,13.0,-0.13333333333333333,Bad News,0.6664
mn0000678650,2.0,0.0,140.0,0.014084507042253521,Winger,0.6773
mn0000674263,24.0,15.0,2391.0,0.003703703703703704,Daniel Johnston,0.8775
mn0000013508,7.0,12.0,4013.0,-0.001240079365079365,Travis,0.7914
mn0000119651,11.0,4.0,641.0,0.010670731707317074,J.J. Cale,0.8908
mn0000831403,8.0,4.0,830.0,0.004750593824228029,Robin Zander,0.7644
mn0000286115,3.0,6.0,342.0,-0.008547008547008548,Lorrie Morgan,0.7175
mn0000788569,2.0,8.0,135.0,-0.041379310344827586,Barbara Mandrell,0.8715
mn0000650525,1.0,0.0,9.0,0.1,George Morgan,0.5831
mn0000455955,2.0,0.0,25.0,0.07407407407407407,Michael Angelo Batio,0.6658
mn0000042650,5.0,1.0,931.0,0.004268943436499467,The Blood Brothers,0.7839
mn0000752635,7.0,12.0,1743.0,-0.0028376844494892167,Shudder to Think,0.7931
mn0000070231,2.0,0.0,3178.0,0.0006289308176100629,The Fiery Furnaces,0.6673
mn0000363100,2.0,2.0,299.0,0.0,Prong,0.4991
mn0000125822,18.0,1.0,342.0,0.04709141274238227,Exodus,0.9974
mn0000228444,3.0,0.0,63.0,0.045454545454545456,Lee Ritenour,0.7385
mn0000687933,1.0,2.0,334.0,-0.002967359050445104,Yanni,0.5962
mn0000042234,6.0,3.0,1358.0,0.0021945866861741038,Steven Halpern,0.721
mn0000081017,9.0,8.0,74.0,0.01098901098901099,Kitaro,0.5647
mn0001050323,0.0,1.0,1447.0,-0.0006906077348066298,Ida Maria,0.5775
mn0000085847,1.0,2.0,954.0,-0.0010449320794148381,Kid606,0.5856
mn0000001927,1.0,0.0,257.0,0.003875968992248062,South Circle,0.5868
mn0000143485,2.0,1.0,256.0,0.003861003861003861,The Dayton Family,0.5823
mn0000658950,20.0,2.0,69.0,0.1978021978021978,DJ Quik,0.9976
mn0000520842,1.0,0.0,1508.0,0.0006626905235255136,Tommy Hoehn,0.5935
mn0000300024,24.0,8.0,3010.0,0.005259697567389875,Prefab Sprout,0.9871
mn0000898479,5.0,4.0,3503.0,0.0002847380410022779,The Smithereens,0.568
mn0000646539,2.0,0.0,44.0,0.043478260869565216,The Tripwires,0.6714
mn0000136386,2.0,0.0,260.0,0.007633587786259542,"Joe ""King"" Carrasco",0.6701
mn0000179335,12.0,3.0,451.0,0.019313304721030045,Flaco Jiménez,0.9401
mn0000188342,4.0,5.0,752.0,-0.001314060446780552,Freddy Fender,0.5731
mn0000499489,2.0,1.0,1198.0,0.0008326394671107411,Ozric Tentacles,0.584
mn0000152973,4.0,3.0,563.0,0.0017543859649122807,BeBe & CeCe Winans,0.583
mn0000667169,4.0,0.0,0.0,1.0,Gladys Knight & the Pips,0.7943
mn0000338179,1.0,1.0,211.0,0.0,The Rance Allen Group,0.4927
mn0000110104,2.0,5.0,280.0,-0.010452961672473868,Cissy Houston,0.7254
mn0000186096,5.0,9.0,1767.0,-0.0022459292532285235,Voivod,0.7545
mn0000861400,3.0,1.0,49.0,0.03773584905660377,Nels Cline,0.6608
mn0000551872,1.0,0.0,967.0,0.0010330578512396695,The Bird and the Bee,0.5934
mn0000597239,1.0,0.0,164.0,0.006060606060606061,April March,0.5888
mn0000101415,2.0,1.0,611.0,0.0016286644951140066,Ivy,0.5936
mn0000120241,2.0,1.0,343.0,0.002890173410404624,Jimmy Heath,0.5803
mn0000510805,2.0,10.0,547.0,-0.014311270125223614,Toby Keith,0.9258
mn0000953102,2.0,1.0,185.0,0.005319148936170213,Dan the Automator,0.5801
mn0000084446,3.0,2.0,1114.0,0.0008936550491510277,India.Arie,0.5761
mn0000402351,10.0,3.0,1415.0,0.004901960784313725,Meshell Ndegeocello,0.8939
mn0000016281,18.0,11.0,1721.0,0.004,Tracy Chapman,0.8351
mn0000696015,1.0,6.0,1391.0,-0.00357653791130186,Phoebe Snow,0.8415
mn0000133969,6.0,6.0,1775.0,0.0,Joan Armatrading,0.5077
mn0000424494,2.0,1.0,1490.0,0.0006697923643670462,Scruffs,0.5843
mn0000130400,1.0,0.0,6.0,0.14285714285714285,Byron Janis,0.5842
mn0000162988,13.0,4.0,799.0,0.011029411764705883,Foetus,0.9291
mn0000487535,3.0,9.0,359.0,-0.016172506738544475,Abbey Lincoln,0.8567
mn0000184043,52.0,24.0,3845.0,0.00714103545014027,Foo Fighters,0.9985
mn0000189180,3.0,1.0,753.0,0.002642007926023778,John Surman,0.6605
mn0000450977,1.0,0.0,39.0,0.025,Kickball,0.5947
mn0000767652,1.0,4.0,737.0,-0.004043126684636119,Kenny Wheeler,0.7311
mn0000853655,2.0,1.0,509.0,0.001953125,Rick Ross,0.59
mn0000784396,2.0,0.0,138.0,0.014285714285714285,Curren$y,0.6675
mn0000111345,3.0,1.0,102.0,0.018867924528301886,Kokomo Arnold,0.6671
mn0000869417,6.0,1.0,411.0,0.011961722488038277,Nightmares on Wax,0.8354
mn0000782163,2.0,7.0,777.0,-0.006361323155216285,Jaheim,0.8288
mn0000159340,4.0,0.0,475.0,0.008350730688935281,Dwele,0.7972
mn0000634225,8.0,2.0,3.0,0.46153846153846156,Bunk Johnson,0.8716
mn0000494580,2.0,2.0,249.0,0.0,Mike Walbridge,0.4987
mn0001747447,1.0,1.0,0.0,0.0,Frank Guarente,0.5007
mn0000068551,6.0,10.0,654.0,-0.005970149253731343,Kenny Chesney,0.7477
mn0000228299,2.0,4.0,1041.0,-0.0019102196752626551,Jean-Luc Ponty,0.6453
mn0000046814,1.0,2.0,227.0,-0.004347826086956522,Blake Shelton,0.5837
mn0000334740,5.0,4.0,821.0,0.0012048192771084338,Ronnie Milsap,0.5759
mn0000592954,10.0,15.0,277.0,-0.016556291390728478,Tim McGraw,0.7739
mn0000868174,3.0,6.0,612.0,-0.004830917874396135,Rascal Flatts,0.7132
mn0000081619,9.0,8.0,457.0,0.002109704641350211,Keith Urban,0.5724
mn0000146551,5.0,25.0,602.0,-0.03164556962025317,Cybotron,0.9971
mn0000486645,5.0,5.0,2179.0,0.0,The Plimsouls,0.4975
mn0000049263,0.0,4.0,1949.0,-0.002048131080389145,Blue Ash,0.7925
mn0000488908,0.0,2.0,145.0,-0.013605442176870748,Petey Pablo,0.6689
mn0000680065,1.0,0.0,58.0,0.01694915254237288,Jeff Wayne,0.588
mn0000487663,9.0,7.0,1808.0,0.0010964912280701754,The Pop Group,0.6328
mn0000112535,10.0,2.0,246.0,0.031007751937984496,Jaki Byard,0.9269
mn0000804516,4.0,4.0,1799.0,0.0,Doves,0.4921
mn0000924191,2.0,1.0,531.0,0.0018726591760299626,The Wrens,0.5833
mn0000255051,2.0,0.0,0.0,1.0,Róisín Murphy,0.6634
mn0000083194,4.0,4.0,103.0,0.0,Boyzone,0.5041
mn0000527024,6.0,2.0,406.0,0.00966183574879227,Bruce Dickinson,0.7813
mn0000783091,3.0,0.0,65.0,0.04411764705882353,Cryptopsy,0.7366
mn0000772559,1.0,0.0,76.0,0.012987012987012988,Neuraxis,0.5829
mn0000094813,1.0,0.0,253.0,0.003937007874015748,Black Rob,0.5943
mn0000808756,1.0,0.0,132.0,0.007518796992481203,M.O.P.,0.5862
mn0000553751,4.0,1.0,1277.0,0.00234009360374415,Girls Against Boys,0.7381
mn0000837886,4.0,0.0,21.0,0.16,Lit,0.7946
mn0000679092,5.0,6.0,178.0,-0.005291005291005291,Pierre Schaeffer,0.5678
mn0000845853,8.0,3.0,237.0,0.020161290322580645,Photek,0.8212
mn0000171227,1.0,0.0,7.0,0.125,Ebenezer Obey,0.5901
mn0000159406,6.0,0.0,0.0,1.0,Franco,0.8853
mn0000269188,3.0,2.0,1657.0,0.0006016847172081829,Tsunami,0.5838
mn0000228729,0.0,6.0,1254.0,-0.004761904761904762,Volcano Suns,0.8887
mn0000925945,0.0,1.0,1399.0,-0.0007142857142857143,Antietam,0.5952
mn0000312260,3.0,2.0,585.0,0.001694915254237288,Scrawl,0.5797
mn0000362636,1.0,0.0,348.0,0.0028653295128939827,Karin Krog,0.5773
mn0000185064,2.0,1.0,897.0,0.0011111111111111111,The Celibate Rifles,0.5864
mn0000500250,1.0,0.0,890.0,0.001122334455667789,Screaming Tribesmen,0.5879
mn0000754587,2.0,0.0,218.0,0.00909090909090909,Steve Hackett,0.6575
mn0000470588,1.0,1.0,160.0,0.0,Mick Taylor,0.4943
mn0000085158,1.0,0.0,328.0,0.00303951367781155,Keith Tippett,0.5963
mn0000176087,10.0,4.0,556.0,0.010526315789473684,"Fred ""Sonic"" Smith",0.8486
mn0000318085,3.0,4.0,1077.0,-0.0009225092250922509,Panic! At the Disco,0.5818
mn0000088100,1.0,1.0,9.0,0.0,Boozoo Chavis,0.4981
mn0000221165,0.0,1.0,22.0,-0.043478260869565216,John Delafose,0.5778
mn0000844808,1.0,0.0,57.0,0.017241379310344827,Phillip Johnston,0.5916
mn0000679897,1.0,3.0,314.0,-0.006289308176100629,Herbie Nichols,0.6628
mn0000174752,2.0,4.0,3474.0,-0.0005747126436781609,Eels,0.6602
mn0000958768,2.0,3.0,3565.0,-0.00028011204481792715,World Party,0.5817
mn0000674332,11.0,1.0,658.0,0.014925373134328358,Herb Alpert,0.9637
mn0000926115,1.0,0.0,8.0,0.1111111111111111,Acker Bilk,0.599
mn0000311074,11.0,5.0,22.0,0.15789473684210525,Martin Denny,0.8434
mn0000297955,9.0,4.0,1543.0,0.003213367609254499,The Rubinoos,0.8123
mn0000683152,0.0,1.0,291.0,-0.003424657534246575,Robert Ward,0.5981
mn0000798477,2.0,0.0,9.0,0.18181818181818182,Freddie McGregor,0.6698
mn0001009342,2.0,0.0,318.0,0.00625,Jake Owen,0.6679
mn0000522768,6.0,3.0,520.0,0.005671077504725898,Brooks & Dunn,0.7152
mn0000750131,1.0,0.0,114.0,0.008695652173913044,Terri Clark,0.5795
mn0000165652,0.0,1.0,1362.0,-0.0007336757153338225,Eagles of Death Metal,0.5849
mn0003163489,1.0,0.0,63.0,0.015625,Machinedrum,0.5839
mn0000858589,1.0,0.0,471.0,0.00211864406779661,Push Button Objects,0.5859
mn0000753272,1.0,0.0,104.0,0.009523809523809525,Andy Statman,0.5966
mn0000538728,1.0,1.0,441.0,0.0,C.O.C.O.,0.5007
mn0000611929,8.0,8.0,1622.0,0.0,Tom Tom Club,0.5035
mn0000109274,2.0,0.0,11.0,0.15384615384615385,Chris Montez,0.6615
mn0000625201,3.0,0.0,7.0,0.3,Alexander O'Neal,0.7385
mn0000452817,1.0,0.0,24.0,0.04,Michael Kamen,0.5926
mn0000185584,0.0,2.0,277.0,-0.007168458781362007,Freddy Cannon,0.664
mn0000660039,1.0,0.0,277.0,0.0035971223021582736,The Embassy,0.5858
mn0000862822,2.0,0.0,179.0,0.011049723756906077,Mates of State,0.6695
mn0000228323,12.0,24.0,432.0,-0.02564102564102564,Death,0.9467
mn0000622053,1.0,0.0,553.0,0.0018050541516245488,Ernie Halter,0.5796
mn0000158540,3.0,2.0,2171.0,0.00045955882352941176,Gavin DeGraw,0.5804
mn0000687561,17.0,5.0,820.0,0.014251781472684086,Dave Matthews,0.9715
mn0000110791,1.0,0.0,1459.0,0.0006849315068493151,Citizen Cope,0.5763
mn0000241002,2.0,0.0,59.0,0.03278688524590164,Sal Salvador,0.6606
mn0000124784,2.0,12.0,993.0,-0.009930486593843098,Larry Coryell,0.9576
mn0000070031,1.0,0.0,5.0,0.16666666666666666,Keola Beamer,0.5856
mn0000746302,6.0,4.0,1568.0,0.0012674271229404308,Train,0.6419
mn0000646353,12.0,14.0,310.0,-0.005952380952380952,George Russell,0.6227
mn0000051233,3.0,8.0,522.0,-0.009380863039399626,Bob Brookmeyer,0.8188
mn0000180060,6.0,4.0,609.0,0.0032310177705977385,Don Ellis,0.6446
mn0000743929,21.0,10.0,295.0,0.03374233128834356,Stan Kenton,0.9406
mn0000797470,1.0,1.0,827.0,0.0,Toshiko Akiyoshi,0.4972
mn0000657057,1.0,0.0,364.0,0.0027397260273972603,Awesome Color,0.5933
mn0000096589,1.0,3.0,1131.0,-0.001762114537444934,The London Suede,0.6652
mn0001179745,3.0,1.0,7.0,0.18181818181818182,Bob van Asperen,0.6623
mn0000573241,7.0,11.0,1146.0,-0.003436426116838488,7 Seconds,0.7513
mn0000866917,3.0,3.0,209.0,0.0,Rance Allen,0.4954
mn0000941655,0.0,1.0,668.0,-0.0014947683109118087,The Herd,0.5914
mn0000005980,1.0,0.0,1008.0,0.0009910802775024777,Paolo Conte,0.5921
mn0000798792,3.0,4.0,767.0,-0.0012919896640826874,Graham Central Station,0.572
mn0000784053,0.0,1.0,2057.0,-0.00048590864917395527,Laughing Hyenas,0.5888
mn0000063763,2.0,0.0,46.0,0.041666666666666664,Babyland,0.6713
mn0000377060,0.0,2.0,456.0,-0.004366812227074236,Nat Adderley,0.6646
mn0000837084,0.0,1.0,195.0,-0.00510204081632653,Roger Whittaker,0.5836
mn0000233228,5.0,8.0,439.0,-0.00663716814159292,Lou Rawls,0.7013
mn0000766066,0.0,2.0,406.0,-0.004901960784313725,Bobby Vinton,0.6689
mn0000020762,4.0,2.0,366.0,0.005376344086021506,Teo Macero,0.6503
mn0000888838,5.0,1.0,37.0,0.09302325581395349,Rex Stewart,0.7846
mn0000413000,13.0,2.0,143.0,0.06962025316455696,Diddy,0.9698
mn0000239381,1.0,1.0,2295.0,0.0,John's Children,0.4973
mn0000585189,14.0,12.0,1567.0,0.0012554927809165098,X-Ray Spex,0.6123
mn0000259800,2.0,11.0,1107.0,-0.008035714285714285,Saxon,0.9445
mn0000167770,3.0,1.0,492.0,0.004032258064516129,Eleventh Dream Day,0.6692
mn0000118384,0.0,5.0,794.0,-0.006257822277847309,Comus,0.8476
mn0000482600,8.0,2.0,1077.0,0.005519779208831647,The Spencer Davis Group,0.8671
mn0000670641,0.0,4.0,335.0,-0.011799410029498525,"Harry ""Sweets"" Edison",0.8004
mn0000117803,1.0,1.0,105.0,0.0,The Downliners Sect,0.4927
mn0000951924,7.0,8.0,842.0,-0.0011668611435239206,Hasil Adkins,0.5692
mn0000125506,3.0,4.0,153.0,-0.00625,Jagged Edge,0.574
mn0000049774,3.0,5.0,322.0,-0.006060606060606061,Blackstreet,0.6467
mn0000829267,2.0,5.0,352.0,-0.008356545961002786,Loreena McKennitt,0.7234
mn0000013954,0.0,2.0,69.0,-0.028169014084507043,Tab Smith,0.662
mn0000758194,8.0,6.0,114.0,0.015625,Beny Moré,0.6374
mn0000217231,0.0,1.0,18.0,-0.05263157894736842,John Deacon,0.5874
mn0000135184,1.0,0.0,47.0,0.020833333333333332,Disco D,0.5895
mn0000062905,1.0,1.0,568.0,0.0,AUX 88,0.5004
mn0000658983,0.0,1.0,269.0,-0.003703703703703704,DJ Godfather,0.5871
mn0000651765,0.0,3.0,507.0,-0.0058823529411764705,DJ Assault,0.74
mn0001744037,5.0,0.0,19.0,0.20833333333333334,Ferruccio Busoni,0.8411
mn0000807687,6.0,5.0,401.0,0.0024271844660194173,Mac Dre,0.5771
mn0002478820,1.0,0.0,22.0,0.043478260869565216,DJ Mustard,0.587
mn0000765838,9.0,4.0,49.0,0.08064516129032258,Aaron Copland,0.8164
mn0002336631,1.0,1.0,64.0,0.0,Virgil Thomson,0.5044
mn0002527840,1.0,0.0,40.0,0.024390243902439025,Foster the People,0.5777
mn0000662416,6.0,4.0,3084.0,0.0006464124111182935,Vampire Weekend,0.6497
mn0002444403,1.0,0.0,249.0,0.004,Delorean,0.5848
mn0000598877,2.0,0.0,19.0,0.09523809523809523,Architecture in Helsinki,0.6694
mn0000843995,3.0,0.0,1432.0,0.0020905923344947735,Peter Bjorn and John,0.7352
mn0000543867,14.0,23.0,1183.0,-0.007377049180327869,Guy Clark,0.8836
mn0001675021,1.0,0.0,0.0,1.0,Peter Kooij,0.5925
mn0000690456,9.0,3.0,114.0,0.047619047619047616,Youth of Today,0.8599
mn0000116425,1.0,0.0,960.0,0.001040582726326743,Chromeo,0.5955
mn0000421122,5.0,2.0,60.0,0.04477611940298507,Memphis Slim,0.7249
mn0000327735,5.0,0.0,1236.0,0.0040290088638195,REO Speedwagon,0.8413
mn0000628981,2.0,5.0,2295.0,-0.0013032145960034753,The Buckinghams,0.7333
mn0000746718,0.0,1.0,19.0,-0.05,Tartit,0.5834
mn0000093128,3.0,0.0,1.0,0.75,Boubacar Traoré,0.7424
mn0000025052,4.0,3.0,531.0,0.0018587360594795538,Super Rail Band,0.5804
mn0000759074,9.0,2.0,1012.0,0.006842619745845552,The Ex,0.9017
mn0000223169,6.0,0.0,302.0,0.01948051948051948,MX-80,0.8835
mn0000787940,4.0,0.0,101.0,0.0380952380952381,LeVert,0.8002
mn0000567624,5.0,0.0,347.0,0.014204545454545454,The Stylistics,0.8493
mn0000138407,4.0,3.0,382.0,0.002570694087403599,The Dramatics,0.5681
mn0000494474,0.0,3.0,216.0,-0.0136986301369863,Third World,0.7405
mn0000866417,0.0,3.0,484.0,-0.006160164271047228,Maxi Priest,0.7411
mn0000287917,10.0,2.0,2451.0,0.0032480714575720666,Lindsey Buckingham,0.9181
mn0000043572,9.0,0.0,197.0,0.043689320388349516,The Avalanches,0.9591
mn0003016471,0.0,1.0,22.0,-0.043478260869565216,Arca,0.5911
mn0000079215,1.0,0.0,3180.0,0.00031436655139893113,Akron/Family,0.5907
mn0000299500,4.0,4.0,1126.0,0.0,Lisa Germano,0.5035
mn0000020992,7.0,5.0,2026.0,0.0009813542688910696,Amon Düül,0.6393
mn0000513923,13.0,4.0,1757.0,0.005073280721533258,Ash Ra Tempel,0.9333
mn0002095031,1.0,0.0,2172.0,0.0004601932811780948,Juice Leskinen,0.5843
mn0002313275,1.0,0.0,61.0,0.016129032258064516,Vesa-Matti Loiri,0.5797
mn0000077698,1.0,4.0,202.0,-0.014492753623188406,Bobby Hackett,0.7287
mn0000859820,2.0,6.0,447.0,-0.008791208791208791,Mary Lou Williams,0.7776
mn0001070890,1.0,0.0,1487.0,0.0006720430107526882,Dawes,0.5887
mn0000339905,3.0,4.0,779.0,-0.001272264631043257,Jesse Winchester,0.5841
mn0000046925,6.0,1.0,1171.0,0.004244482173174873,"Blood, Sweat & Tears",0.8354
mn0000172041,8.0,2.0,1752.0,0.00340522133938706,Joe Strummer,0.8693
mn0000411446,5.0,0.0,104.0,0.045871559633027525,The Persuasions,0.8455
mn0000838180,3.0,0.0,211.0,0.014018691588785047,Justin Broadrick,0.7378
mn0000118979,1.0,3.0,2492.0,-0.0008012820512820513,The Dandy Warhols,0.666
mn0000859589,11.0,0.0,680.0,0.015918958031837915,Katy Perry,0.9778
mn0000504693,4.0,1.0,443.0,0.006696428571428571,Softies,0.7278
mn0000771894,4.0,0.0,250.0,0.015748031496062992,The Lilac Time,0.7858
mn0000753680,0.0,1.0,23.0,-0.041666666666666664,Si Begg,0.5829
mn0000532442,2.0,0.0,0.0,1.0,George Burns,0.6685
mn0000655746,8.0,1.0,214.0,0.03139013452914798,Ghostface Killah,0.9095
mn0000035093,0.0,1.0,116.0,-0.008547008547008548,The Advent,0.5812
mn0000580485,4.0,1.0,148.0,0.0196078431372549,Willie Hutch,0.7306
mn0000793465,0.0,1.0,757.0,-0.0013192612137203166,Do or Die,0.5915
mn0000185543,1.0,0.0,15.0,0.0625,Green Jelly,0.5951
mn0000489554,13.0,0.0,913.0,0.014038876889848811,Mike Patton,0.9911
mn0000794926,19.0,17.0,794.0,0.0024096385542168677,Carcass,0.6049
mn0000655547,0.0,6.0,1259.0,-0.0047430830039525695,GWAR,0.8837
mn0000473554,4.0,2.0,242.0,0.008064516129032258,Olivia Newton-John,0.6616
mn0000609925,7.0,9.0,116.0,-0.015151515151515152,Albert Ammons,0.6292
mn0000338411,14.0,0.0,6.0,0.7,"Meade ""Lux"" Lewis",0.9936
mn0000502806,1.0,0.0,33.0,0.029411764705882353,The Rivingtons,0.5858
mn0000308447,1.0,1.0,46.0,0.0,VNV Nation,0.5016
mn0000824122,1.0,1.0,1045.0,0.0,Die Krupps,0.4996
mn0000369211,1.0,0.0,423.0,0.0023584905660377358,Psyche,0.5883
mn0000020968,1.0,0.0,989.0,0.00101010101010101,Starsailor,0.5899
mn0000414512,1.0,0.0,10.0,0.09090909090909091,Rooftop Singers,0.5903
mn0000946201,11.0,0.0,2.0,0.8461538461538461,Cannon's Jug Stompers,0.9769
mn0000479772,2.0,0.0,538.0,0.003703703703703704,The Motels,0.6589
mn0000376793,4.0,0.0,371.0,0.010666666666666666,Brandi Carlile,0.802
mn0000092002,6.0,2.0,1129.0,0.003518029903254178,Black Lips,0.7848
mn0000100496,3.0,0.0,249.0,0.011904761904761904,Book of Love,0.7354
mn0000449383,3.0,2.0,628.0,0.001579778830963665,Metal Urbain,0.5684
mn0001035160,1.0,0.0,288.0,0.0034602076124567475,Cash Cash,0.5852
mn0000136124,6.0,1.0,1144.0,0.004344048653344918,The Crystal Method,0.837
mn0000807489,1.0,0.0,439.0,0.0022727272727272726,Charlie Louvin,0.5882
mn0000391933,10.0,19.0,2329.0,-0.003816793893129771,Rainbow,0.9041
mn0000099345,1.0,0.0,633.0,0.0015772870662460567,Kim Fowley,0.5862
mn0000195040,0.0,1.0,217.0,-0.0045871559633027525,Gregg Alexander,0.5813
mn0000024139,2.0,0.0,283.0,0.007017543859649123,Paul Rodgers,0.6655
mn0000226634,1.0,1.0,729.0,0.0,Jeff Healey,0.5009
mn0001016143,1.0,0.0,61.0,0.016129032258064516,Doug Paisley,0.59
mn0000131038,6.0,7.0,3646.0,-0.00027329871549603714,Spoon,0.5693
mn0000040922,10.0,1.0,841.0,0.01056338028169014,The Sound,0.9527
mn0000944248,1.0,0.0,1821.0,0.0005488474204171241,Fuck Buttons,0.5868
mn0000353377,3.0,1.0,400.0,0.0049504950495049506,Richard Youngs,0.6635
mn0000222914,3.0,8.0,1694.0,-0.002932551319648094,The Dead C,0.828
mn0000271981,1.0,0.0,0.0,1.0,Ron,0.5814
mn0000184637,9.0,2.0,574.0,0.011965811965811967,Flora Purim,0.8938
mn0000490769,5.0,1.0,33.0,0.10256410256410256,Sunnyland Slim,0.7822
mn0000454240,2.0,0.0,233.0,0.00851063829787234,Red Sovine,0.6663
mn0000800695,1.0,0.0,510.0,0.0019569471624266144,Fun Lovin' Criminals,0.5991
mn0000678408,7.0,1.0,307.0,0.01904761904761905,Herbie Mann,0.8732
mn0000857574,2.0,1.0,116.0,0.008403361344537815,Naná Vasconcelos,0.5799
mn0000797670,4.0,0.0,17.0,0.19047619047619047,Divine,0.7925
mn0000224658,1.0,2.0,137.0,-0.007142857142857143,Jayne County,0.5801
mn0000806900,2.0,0.0,6.0,0.25,Rusty Warren,0.667
mn0000053739,5.0,6.0,487.0,-0.002008032128514056,Bette Midler,0.5756
mn0000481061,3.0,7.0,2068.0,-0.0019249278152069298,The Nice,0.7773
mn0000118791,3.0,3.0,629.0,0.0,LeAnn Rimes,0.5029
mn0000024329,9.0,1.0,807.0,0.009791921664626682,Amon Tobin,0.9307
mn0000772669,5.0,4.0,1326.0,0.000749063670411985,Klaus Nomi,0.5749
mn0000807121,2.0,0.0,198.0,0.01,Lou Christie,0.6649
mn0000097654,2.0,0.0,79.0,0.024691358024691357,Kim Carnes,0.6689
mn0000805833,2.0,0.0,518.0,0.0038461538461538464,Vic Godard & the Subway Sect,0.6629
mn0000055456,3.0,7.0,357.0,-0.010899182561307902,Big L,0.7712
mn0000654393,2.0,1.0,307.0,0.0032258064516129032,Canibus,0.5984
mn0000050610,7.0,8.0,356.0,-0.0026954177897574125,Big Pun,0.5636
mn0001639357,1.0,0.0,9.0,0.1,Kolja Blacher,0.5869
mn0000191063,9.0,30.0,640.0,-0.030927835051546393,Celtic Frost,0.9971
mn0000836998,0.0,1.0,132.0,-0.007518796992481203,Satyricon,0.5794
mn0000739437,4.0,0.0,203.0,0.01932367149758454,Enslaved,0.7882
mn0000067561,9.0,1.0,13.0,0.34782608695652173,Bob Newhart,0.9358
mn0000490078,1.0,0.0,2.0,0.3333333333333333,Abbott & Costello,0.5941
mn0000049695,4.0,0.0,1.0,0.8,Jules Massenet,0.8
mn0001072350,3.0,0.0,811.0,0.0036855036855036856,Mumford & Sons,0.7348
mn0000924508,5.0,14.0,3127.0,-0.002860775588048315,The Waterboys,0.9321
mn0000740833,7.0,2.0,2340.0,0.0021285653469561515,Grant Lee Buffalo,0.817
mn0000014201,0.0,2.0,920.0,-0.0021691973969631237,Spirit of the West,0.674
mn0000608190,1.0,0.0,27.0,0.03571428571428571,Mucky Pup,0.5847
mn0000178645,6.0,1.0,171.0,0.028089887640449437,Altered Images,0.8383
mn0000484880,1.0,0.0,790.0,0.0012642225031605564,Sugarland,0.5817
mn0000019241,2.0,17.0,362.0,-0.03937007874015748,Patty Loveless,0.9935
mn0000368112,8.0,12.0,588.0,-0.006578947368421052,Martina McBride,0.74
mn0000257494,1.0,1.0,1073.0,0.0,Dils,0.4944
mn0000241512,2.0,0.0,53.0,0.03636363636363636,Walter Brown,0.6557
mn0000101274,1.0,3.0,119.0,-0.016260162601626018,J.D. Crowe,0.6593
mn0000139709,2.0,3.0,134.0,-0.007194244604316547,The Country Gentlemen,0.5776
mn0000489071,0.0,8.0,229.0,-0.03375527426160337,Osborne Brothers,0.9403
mn0000174132,0.0,1.0,1053.0,-0.0009487666034155598,Tuxedomoon,0.5908
mn0000041283,4.0,0.0,1374.0,0.002902757619738752,Andrew W.K.,0.7999
mn0000281254,3.0,3.0,177.0,0.0,Lonestar,0.5016
mn0000580058,0.0,3.0,264.0,-0.011235955056179775,Aaron Tippin,0.742
mn0000020740,0.0,3.0,247.0,-0.012,Sizzla,0.7365
mn0000087597,2.0,2.0,2841.0,0.0,Ian Hunter,0.4977
mn0000073348,0.0,6.0,620.0,-0.009584664536741214,Bobby Fuller,0.8884
mn0000513749,1.0,4.0,318.0,-0.009287925696594427,Vince Taylor,0.729
mn0000838327,0.0,1.0,657.0,-0.001519756838905775,Savage Garden,0.5917
mn0001162681,3.0,3.0,172.0,0.0,C+C Music Factory,0.5028
mn0000768321,9.0,5.0,3393.0,0.001174053419430584,INXS,0.7595
mn0000298764,9.0,7.0,1800.0,0.0011013215859030838,Roxette,0.6299
mn0000191070,2.0,0.0,733.0,0.0027210884353741495,Wang Chung,0.672
mn0000262293,2.0,1.0,233.0,0.00423728813559322,Dimitri from Paris,0.5716
mn0000695019,2.0,0.0,39.0,0.04878048780487805,Zakir Hussain,0.6653
mn0000671156,1.0,5.0,461.0,-0.008565310492505354,Hazel Dickens,0.7836
mn0000596040,2.0,0.0,0.0,1.0,Henry Purcell,0.6696
